Item No.,Item Description,CPT,Price
 3760935,"IgG/ALBUMIN RATIO, CSF NEW",82042,$175.00
 3760940,RETICULIN Ab (IgA) w/REFLEX NEW,86255,$170.00
 3760945,LYME DISEASE Ab IgG IgM CSF NEW,86617,$45.00
 3760950,...BENZODIAZEPINES SERUM,80346,$191.00
 3760955,CCP AB NEW,86200,$92.00
 3760960,"DELTA  AMINOLEVULINIC  ACID, RAND UR NEW",82135,$246.00
 3760965,BETA HYDROXYBUTYRATE NEW,82010,$158.00
 3760970,VITAMIN B1 PLASMA/SERUM FZ/LP NEW,84425,$151.00
 3760975,GLUTATHIONE NEW,82978,$170.00
 3760980,OMEGA-3 and FATTY ACIDS NEW,82542,$170.00
 3760985,"Vaginal,CT,GC,Trich,(AptimaSwab) NEW",87491,$170.00
 3760990,HCV NS5b NEW,87902,"$1,050.00"
 3760995,HCV NS5a NEW,87902,"$1,050.00"
 3761000,FIBRO TEST/ActiTEST NEW,82172,$945.00
 3761005,PATH TISSUE LEVEL 2 NEW,88302,$759.00
 3761010,PATH TISSUE LEVEL 3 NEW,88304,$316.00
 3761015,PATH TISSUE LEVEL 4 NEW,88305,$444.00
 3761020,PATH TISSUE LEVEL 5 NEW,88307,$684.00
 3761025,"T4 FREE, DIRECT DIALYSIS NEW",84439,$473.00
 3761030,IMMUNOGLOBULINS PANEL QUANT NEW,82784,$473.00
 3761035,AMNIOTIC FL SCAN NEW,82143,$38.00
 3761040,"AMYLASE, RANDOM URINE w CREAT. NEW",82150,$119.00
 3761045,ANDROSTENEDIONE NEW,82157,$171.00
 3761050,ANGIOTENSIN CONV ENZ NEW,82164,$152.00
 3761055,APOLIPOPROTEIN A1 NEW,82172,$95.00
 3761060,APOLIPOPROTEIN B NEW,82172,$49.00
 3761065,ARSENIC NEW,82175,$86.00
 3761070,CYSTIC FIBROSIS SCREEN NEW,81240,$222.00
 3761075,ARSENIC HAIR/NAILS NEW,82175,$138.00
 3761080,...ARSENIC UR RANDOM,82175,$136.00
 3761085,ARSENIC UR 24HR NEW,82175,$136.00
 3761090,POTASSIUM FECES AA NEW,82190,$274.00
 3761095,AMYLASE BODY FLUID NEW,82150,$119.00
 3761100,LIPASE BODY FLUID NEW,83690,$119.00
 3761105,ALBUMIN BODY FLUID NEW,82040,$75.00
 3761110,BETA 2 MICROGLOBULIN NEW,82232,$138.00
 3761115,VITAMIN D3 25-OH NEW,82306,$201.00
 3761120,MELANIN MELANOGEN UR QL NEW,81005,$150.00
 3761125,MICROALBUMIN QN NEW,82043,$163.00
 3761128,"CORTISOL, FREE 24HR URINE (quest)",82530,$264.00
 3761130,ALDOLASE NEW,82085,$44.00
 3761135,ALDOSTERONE NEW,82088,$313.00
 3761140,A-1-ANTITRYPSIN TOT NEW,82103,$134.00
 3761145,A-1-ANTITRYPSIN PHENO NEW,82104,$113.00
 3761150,ALPHA FETOPROT (FEM) QUAD SCREEN NEW,81511,$525.00
 3761155,ALUMINUM NEW,82108,$184.00
 3761160,GOLD QUANT NEW,80172,$163.00
 3761165,HALOPERIDOL HALDOL NEW,80173,$128.00
 3761170,DESIPRAMINE NEW,80160,$96.00
 3761175,LITHIUM (ESKALITH) QN NEW,80178,$247.00
 3761180,NORTRIPTYLINE NEW,80182,$131.00
 3761185,"CYSTIC FIBROSIS, FETUS NEW",81240,$222.00
 3761190,BISACODYL DULCOLAX NEW,80299,$177.00
 3761195,EPSTEIN-BARR VIRUS AB PANEL NEW,86664,$78.00
 3761200,THYROID PANEL FTI NEW,84436,$191.00
 3761205,LUPUS ANTICOAGULANT NEW,85613,$784.00
 3761210,LYMPHOCYTE SUBSET PANEL 1 NEW,82784,$473.00
 3761215,IGG SUBCLASSES PANEL (4) NEW,82784,$473.00
 3761216,ANTITHROMBIN 3 ACT NEW,85300,$230.00
 3761220,"VMA, METANEPHRINES, CATECHOLAMINES NEW",84585,$170.00
 3761225,HEPATITIS PANEL  (ACUTE) NEW,80074,$455.00
 3761230,CALR Mutation Analysis NEW,81479,$557.00
 3761235,HgbA1C send out ONLY NEW,83036,$242.00
 3761240,LIPASE PERITONEAL FLUID NEW,82150,$119.00
 3761245,DOT URINE DRUG TESTING NEW,80307,$79.00
 3761250,HEPATITUS B TIER NUSD NEW,86704,$79.00
 3761259,VITAMIN E (Tocopherol)NEW,84446,$65.00
 3761260,"ACTH, PLASMA NEW",82024,$357.00
 3761265,IGF BINDING PROTEIN -1 NEW,83519,$357.00
 3761267,T3 TOTAL NEW,84480,$174.00
 3761270,STRAWBERRY IgE NEW,86003,$357.00
 3761275,ALBUMIN NEW,82040,$315.00
 3761280,TESTOSTERONE TOTAL (FEMALE) NEW,84403,$151.00
 3761285,URINE 24HR ALDOSTERONE NEW,82088,$170.00
 3761290,"OLIGOCLONAL BANDS, CSF NEW",83916,$175.00
 3761295,"CHLAMYDIA TRACH.,CULTURE NEW",87110,$170.00
 3761300,von WILLEBRAND FACTOR Ag NEW,85246,$170.00
 3761305,COMPLEMENT C1q NEW,86160,$222.00
 3761310,FACTOR V (Leiden) MUTATION NEW,81241,$170.00
 3761315,GABAPENTIN NEW,80171,$170.00
 3761320,D-DIMER (SEND OUT ONLY) NEW,85379,$222.00
 3761324,RETIC COUNT NEW,85045,$159.00
 3761325,CBC NEW,85004,$0.00
 3761330,=>CYTOLOGY GYN ORDER<= NEW,,$0.00
 3761340,HEP B S-ANTIBODY NEW,86706,$210.00
 3761343,PROTEIN S PANEL,85306,$288.00
 3761345,CBC(SEND OUT) NEW,85025,$252.00
 3761348,HCV QT w/ reflex GENOTYPE NEW,87522,$440.00
 3761350,H PYLORI AG EIA  STL NEW,87338,$88.00
 3761355,ENDOCRINOLOGY/API NEW,80329,$221.00
 3761370,ALK PHOS ISOENZYMES NEW,84080,$163.00
 3761415,ANTICARDIOLIPIN AB Iga IgG IgM NEW,86147,$164.00
 3761442,ANA COMPREHENSIVE PANEL NEW,86038,$315.00
 3761449,C-REACTIVE PROTEIN HS NEW,86141,$473.00
 3761450,CCP AB new,86200,$92.00
 3761470,FRUCTOSAMINE NEW,82985,$267.00
 3761545,TACROLIMUS QUANT NEW,80197,$247.00
 3761550,THYROID STIM IMMUNO TSI NEW,84445,$322.00
 3761555,SICKLE CELL SCREEN NEW,85660,$37.00
 3761560,ISLET CELL AB NEW,86341,$150.00
 3761565,TRYPTASE IA NEW,83520,$163.00
 3761570,OPIATES QL SQN NEW,G0480,$25.00
 3761575,"JAK2 V617F, Qual w Reflx Exons 12,13 NEW",81270,$222.00
 3761580,"JAK2 V617F, Ql Ex 12,13 MPL W515 S505 NW",81270,$222.00
 3761585,PROTEIN/CREAT RATIO URINE (R) NEW,82570,$46.00
 3761590,G-6-PD QUANT NEW,82955,$275.00
 3761595,THROMBOPOIETIN (TPO) NEW,83520,$315.00
 3761600,FOOD ALLERGY PANEL NEW,86003 X16,$458.00
 3761664,LIVER-KIDNEY MICRO AB  IgG,86376,$273.33
 3761692,HIV-1 GEN0TYPE RTI/PI NEW,87900,$157.00
 3761852,HEMOGLOBIN S (quant.) NEW,83021,$170.00
 3762046,CULTURE GENITAL NEW,87070,$170.00
 3762180,DRUG ABUSE PANEL 10-50+ ETHANOL,80307,$170.00
 3762220,CMV DNA QUANT NEW,87497,$60.00
 3762692,CULTURE HERPES VIRUS NEW,87255,$250.00
 3762764,CALCIUM 24HR URINE NEW,82340,$87.00
 3762765,CHLORIDE 24HR URINE NEW,82436,$107.00
 3762769,PHOSPHORUS 24HR URINE NEW,84105,$75.00
 3762771,SODIUM 24HR URINE NEW,84300,$108.00
 3762773,URIC ACID 24HR URINE NEW,84560,$75.00
 3763081,FELBAMATE FELBATOL NEW,80299,$177.00
 3764088,CHROMATIN Antibody NEW,86235,$70.00
 3764420,C-REACTIVE PROTEIN (arthritis) NEW,86140,$96.00
 3764520,CHLORIDE UR random NEW,82436,$100.00
 3764523,"URINE PROTEIN, TOTAL, RANDOM W/O CREAT N",84156,$75.00
 3764693,PANCREATIC ELASTASE-1 NEW,82656,$105.00
 3764966,"TESTOSTERONE, BIOAVAILABLE, TOT/FR NEW",84403,$205.00
 3765259,MMR PANEL (IgG) NEW,86735,$97.00
 3766688,EPSTEIN-BARR VIRUS ISH Interprtation NEW,88365,$78.00
 3767438,MYELIN-ASSOCIATED GLYCOPROTEIN Ab,83520,$264.00
 3767547,HANTAVIRUS AB IgG IgM,86790,$170.00
 3767825,BORDETELLA PERTUSSIS Ab IgG IgA,86615,$170.00
 3767904,FACTOR V (Leiden) MUTATION w/Rflx HR2,81241,$170.00
 3768088,DRUG ABUSE PANEL (serum red top) NEW,80307,$170.00
 3768347,POTASSIUM UR random NEW,84133,$100.00
 3768369,HEP B DNA(VIRAL) QUANT NEW,87517,$303.00
 3768421,THC CANNABINOIDS NEW,80349,$25.00
 3769688,"HPV, DNA ISH NEW (path)",88365,$78.00
 3769897,"CORTISOL, SALIVA (quest)",82530,$264.00
 3770028,LYME DISEASE Ab IgG IgM CSF,86617,$45.00
 3770071,BENZODIAZEPINES SERUM,80346,$191.00
 3780010,DIANE TEST,81000,$75.00
 3780081,VOLUME MEASUREMENT UR,81050,$0.00
 3789999,NON DOT (PCI),,$48.00
 3790061,BB PLATELET PHERESIS(LEUKOREDUCED),P9035,"$1,890.00"
 3790099,BB PACKED RED CELLS,P9016,$484.00
 3790353,VITAMIN B1 PLASMA/SERUM FZ/LP,84425,$151.00
 3790379,GLUTATHIONE,82978,$170.00
 3790879,FACTOR VIII ANTIGEN,85244,$170.00
 3791001,OMEGA-3 and FATTY ACIDS,82542,$170.00
 3791358,BLOOD DRUG TEST(SEND OUT),80320,$170.00
 3791448,"Vaginal,CT,GC,Trich,(AptimaSwab)",87491,$170.00
 3791665,STRATIFY JCV AB w/index,86711,$170.00
 3792204,HCV NS5b,87902,"$1,050.00"
 3792447,HCV NS5a,87902,"$1,050.00"
 3792688,FIBRO TEST/ActiTEST,82172,$945.00
 3795846,HTLV 1 AB QUAL,86687,$95.00
 3796619,HEMOGLOBINOPATHY EVALUATION,83021,$170.00
 3799743,PATH TISSUE LEVEL 2,88302,$759.00
 3799744,PATH TISSUE LEVEL 3,88304,$316.00
 3799745,PATH TISSUE LEVEL 4,88305,$444.00
 3799746,PATH TISSUE LEVEL 5,88307,$684.00
 3799747,PATH TISSUE LEVEL 6,88309,$921.00
 3799748,CBC REFLEX,,$0.00
 3799749,T3 REVERSE,84482,$235.00
 3799989,LL EVAL (DNU) 88189,88189,$420.00
 3799990,LL EVAL (DNU) 88185,88185,$105.00
 3799991,CYSTATIN C,82610,$222.00
 3799992,"MPL W515 AND MPL S505 MUTATION ANALYSIS,",81402,"$1,459.00"
 3799993,"BCR-ABL 1 GENE REARRANGEMENT, QUANT, PCR",81206,$473.00
 3799994,"T4 FREE, DIRECT DIALYSIS",84439,$473.00
 3799995,FRUCTOSAMINE,82985,$267.00
 3799996,IMMUNOGLOBULINS PANEL QUANT,82784,$473.00
 3799997,OCCULT/ FIT(fecal goblin) QUEST,82274,$206.00
 3799998,"DELTA  AMINOLEVULINIC  ACID, RANDOM URIN",82135,$246.00
 3799999,BETA HYDROXYBUTYRATE,82010,$158.00
 4403004,STRESS TEST,93017,"$1,071.00"
 4403013,SIGNAL AVG ECG,93278,$381.00
 4403017,EKG,93005,$222.00
 4403018,EKG RHYTHM STRIP,93041,$131.00
 4403019,HOLTER MONITOR RECORDING,93225,$758.00
 4502500,EKG PRO FEE,93010,$26.00
 4502513,PFT PRE/POST PRO FEE,94060,$595.00
 4502521,PRO FEE SLEEP,95822,$63.00
 4504420,OBS CARE INITIAL HR TELEMETRY,99218,$205.00
 4504421,OBS CARE HOURLY TELEMETRY,99218,$205.00
 5030008,ECHOCARDIOGRAM,93307,"$1,864.00"
 5030010,ECHOCARDIOGRAM LIMITED,93308,$625.00
 5030016,ECHO DOPPLER P-C WAVE LTD,93308,$578.00
 5030017,ECHO DOPPLER P-C WAVE,93306,"$1,234.00"
 5030018,ECHO DOPPLER PC WAVE FU,93321,$325.00
 5030019,ECHO COLOR FLOW MAPPING,93325,$0.00
 5030020,STRESS ECHOCARDIOGRAM,93350,"$1,523.00"
 5030026,ECHO TRANSESOPHAGEAL,93312,"$1,857.00"
 5400000,=>CANCEL/CHG/DC RESP ORDER<=,,$0.00
 5400001,=>RESPIRATORY ORDER NOTIFICATION<=,,$0.00
 5400002,=>EKG ORDER NOTIFICATION<=,,$0.00
 5405252,ANKLE/BRACHIAL INDICES RESPIRATORY DEPT,93922,$492.00
 5420014,SVN INIT TX,94640,$116.00
 5440034,ARTERIAL PUNCTURE,36600,$87.00
 5440036,CARBON MONOXIDE QN,82375,$109.00
 5440037,PH BLOOD,82800,$109.00
 5440039,ABG WITH CALC O2 SAT,82803,$352.00
 5440040,ABG WITH CALC O2 SAT,82805,$294.00
 5440046,CPR,92950,$828.00
 5440047,SPIROMETRY,94010,$327.00
 5440048,BD RESP SPIROMETRY,94060,$499.00
 5440049,BRONCHIAL PROVOCATION,94070,$789.00
 5440051,VITAL CAPACITY,94150,$102.00
 5440052,MAX VOLUNTRY VENTILATION,94200,$142.00
 5440053,FUNCTIONAL RESIDUAL CAP,94240,$337.00
 5440054,THORACIC GAS VOLUMES,94260,$269.00
 5440055,NITROGEN WASHOUT,94350,$271.00
 5440056,AIRWAY CLOSING VOLUME,94370,$193.00
 5440057,FLOW VOLUME LOOP,94375,$272.00
 5440058,AEROSOL SUBQ,94640,$116.00
 5440059,CROUP TENT SUBQ,94644,$241.00
 5440060,SVN SUBSQ TX,94640,$103.00
 5440061,IPPB SUBQ,94640,$104.00
 5440062,MDI SUBQ,94640,$109.00
 5440063,INITIAL CBT,94644,$241.00
 5440064,NEB CBT ADD HR,94645,$241.00
 5440065,VENTILATOR 1ST DAY,94660,"$1,229.00"
 5440066,VENTILATOR SUBSQ DAY,94003,"$1,177.00"
 5440067,BIPAP/CPAP 1ST DAY - INIT,94660,$481.00
 5440068,CPAP 1ST DAY - INIT,94660,$501.00
 5440069,AEROSOL DEMO\EVAL,94664,$120.00
 5440070,CROUP TENT DEMO\EVAL,94664,$624.00
 5440072,IPPB DEMO\EVAL,94664,$344.00
 5440073,MDI DEMO\EVAL,94664,$109.00
 5440074,CHEST PHYSIO INITIAL,94667,$133.00
 5440075,CHEST PHYSIO SUBSQ,94668,$111.00
 5440079,DLCO,94720,$313.00
 5440080,MEMBRANE DIFFUSING,94725,$331.00
 5440081,PULMONARY COMPLIANCE,94750,$293.00
 5440082,PULSE OXIMETRY CHECK,94760,$37.00
 5440083,PULSE OXIMETRY MULTIPLE,94761,$386.00
 5440084,PULSE OXIMETRY CONTINUOUS,94762,$323.00
 5440085,INLINE CO2 MONITOR,94770,$199.00
 5440086,PNEUMOGRAM,94772,$109.00
 5440087,METHYCHOLINE CHALLENGE,95070,$443.00
 5440089,RESP MUSCLE EXER 15MIN,,$60.00
 5440091,OXYGEN PER DAY,,$261.00
 5440095,AIRFLOW RESISTANCE DETERM,94360,$247.00
 5440096,SPUTUM COLLECTION,89220,$100.00
 5440097,OXYGEN SATURATION,82810,$109.00
 5440101,PULMONARY STRESS COMPLEX,94621,"$1,079.00"
 5440102,EXPIRED GAS COLLECTION,94250,$232.00
 5440103,OXYGEN INITIAL ADMIT ONLY,,$33.00
 5440104,OXYGEN PER HOUR ER/OUTPT. ONLY,,$19.00
 5440105,SPUTUM INDUCTION INITIAL,94640,$111.00
 5440106,SPUTUM INDUCTION SUBSQ,94640,$59.00
 5440108,CO2 RESPONSE CURVE,94400,$376.00
 5440109,HYPOXIA RESPONSE,94450,$215.00
 5440110,PULMON STRESS TEST SIMPL,94620,$351.00
 5440111,NEGATIVE PRESSURE VENTIL,94662,$147.00
 5440167,BIPAP/CPAP SUBSQ,94660,$481.00
 5700001,PANT SCRUB MIDNIGHT BLUE 2XL,,$0.00
 5700002,TOP SCRUB MIDNIGHT BLUE 2XL,,$0.00
 5700003,JACKET SCRUB ROYAL BLUE 2XL,,$0.00
 5890011,BB PRBC LR FZ DEGLY WASH,,$429.00
 5890019,BB WB AUTO,,$205.00
 5890026,BB CRYOPRECIPITATE,,$77.00
 5890027,BB PRBC LR,,$209.00
 5890034,BB FFP,,$83.00
 5890035,BB FFP PEDI,,$83.00
 5890041,BB PLTS CONC,,$104.00
 5890044,BB PRBC,,$209.00
 5890046,BB PRBC AUTO,,$251.00
 5890052,BB PRBC WASH,,$220.00
 5890054,BB PLT CONC LR,,$139.00
 5890061,BB PLTS APH LR,,$793.00
 8000056,OTHER MINOR ER PROCEDURE,,$100.00
 8000057,PHYSICAL EXAM - NUSD,,$100.00
 8000101,CONSCIOUS SEDATION UNDER 5,99143,$389.00
 8000102,CONS SED 5 AND UP TO 30 MINUTES,99144,$375.00
 8000103,CONS SED EA  ADD'L 15 MINUTES X______,99150,$172.00
 8000104,"SPLINT/STRAPPING, FINGER",29130,$247.00
 8000105,SPLINT/STRAPPING ELBOW OR WRIST,29260,$232.00
 8000106,SPLINT/STRAPPING HAND OR FINGER,29280,$212.00
 8000107,SPLINT/STRAPPING LONG ARM,29105,$297.00
 8000108,SPLINT/STRAPPING SHORT ARM,29125,$277.00
 8000109,SPLINT/STRAPPING LONG LEG,29505,$312.00
 8000110,SPLINT/STRAPPING SHORT LEG,29515,$290.00
 8000111,SPLINT/STRAPPING ANKLE/FOOT,29540,$215.00
 8000112,REMOVAL OF CAST,29705,$197.00
 8000113,SEQUENTIAL IV MED PUSH (PER MED),96375,$31.00
 8000114,CONCURRENT MEDICATION THERAPY,96368,$46.00
 8000115,CLOSED TX OF ANKLE DISLOC W/O ANESTHESIA,27840,$491.00
 8000116,"CLOSED TX ARM-RADIAL HEAD, CHILD",24640,$0.00
 8000117,CLOSED TX: CLAVICLE FRACTURE W/O MANIPUL,23500,$426.00
 8000118,TX OF CLOSED ELBOW DISLOCATION W/O ANETH,24600,$578.00
 8000119,"CLOSED TX OF HIP DISLOCATION, W/O ANEST",27250,$597.00
 8000120,CLOSED TX PROX. HUMERAL FX W/O ANESTHESI,23600,$491.00
 8000121,CLOSED TX OF KNEE DISLOCATION W/O ANESTH,27550,$475.00
 8000122,CLOSED TX OF METATARSAL FX W/O MANI,28470,$491.00
 8000123,CLOSED TX OF NAVICULAR FX; W/O MANIPULAT,25622,$541.00
 8000124,CLOSED TX PATELLA DISLOCATION W/O ANESTH,27560,$0.00
 8000125,CLOSED TX DISTAL RADIAL FX  W/O MANIPULA,25600,$476.00
 8000126,CLOSED TX RADIUS HEAD/NECK FX  W/O MANI,24650,$445.00
 8000127,CLOSED TX OF SHOULDER DISLOC W/O MANIPU,23540,$344.00
 8000128,CLOSED TX OF HAND FRACTURE  WITH MANIPUL,26605,$683.00
 8000129,CLOSED TX OF HAND FX W/O MANIPULATION,26600,$418.00
 8000130,CLOSED TX OFWRIST DISLOC/FX W/O MANIPULA,25560,$615.00
 8000131,CLOSED TX OF THUMB DISLOCATION W/ MANIPU,26641,$607.00
 8000132,CLOSED TX OF TIBIAL FX W/O MANIPULATION,27750,$482.00
 8000133,CLOSED TX OF ULNAR STYLOID W/O MANIPULAT,25600,$476.00
 8000134,CORNEAL FB REMOVAL,65220,$343.00
 8000135,CLOSED TX OF NASAL FX,21315,$342.00
 8000136,LARYNGOSCOPE INDIRECT FB REMOVAL,31511,$419.00
 8000137,PACKING OF NOSE BLEED  SIMPLE ANTERIOR,30901,$350.00
 8000138,NOSE BLEED EPISTAXIS POSTERIOR,30905,$405.00
 8000140,PORT-A-CATH DECLOTTING,36593,$208.00
 8000141,BARTHOLINS GLAND DRAINAGE,56420,$575.00
 8000143,VENIPUNCTURE BY NURSE,36415,$14.00
 8000144,CONCURRENT MEDICATION THERAPY,96368,$45.00
 8000147,REMOVE FOREIGN BODY-INTRANASAL,30300,$244.00
 8000203,AMPUTATION GREAT TOE,28820,"$1,680.00"
 8000230,IMMUNIZATION ADMIN,90471,$74.00
 8000251,IM/SQ INJECTION,96372,$38.00
 8000321,IV PUSH INIT,96374,$38.00
 8000343,INJ ADMIN - ANTIBIOTIC,96372,$148.00
 8000376,INTRACORONR THROMBOLYSIS,92975,$426.00
 8000377,EKG,93005,$223.00
 8000389,CRITICAL CARE,99291,"$1,999.00"
 8000397,IV HYDR 1ST HOUR,96360,$275.00
 8000400,TX BURN SMALL W\ANESTHES,,$409.00
 8000412,OBS CARE INITIAL HOUR - ER,99218,$205.00
 8000413,OBS CARE HOURLY - ER,99218,$87.00
 8000414,VENIPUNCTURE,36415,$14.00
 8000416,TRANSFUSION,36430,$901.00
 8000419,TREATMENT RM\TELE CONSULT,99211,$263.00
 8000425,ER LVL I,99281,$315.00
 8000427,ER LVL II,99282,$840.00
 8000430,ER LVL III,99283,"$1,155.00"
 8000431,ER LVL IV,99284,"$1,575.00"
 8000432,ER LVL V,99285,"$2,310.00"
 8000433,ER LVL VI,,"$3,255.00"
 8000434,NG PLACEMENT/LAVAGE,43753,$342.00
 8000435,CPR,92950,"$1,322.00"
 8000436,TEMP TRANSCUTAN PACING,,"$1,042.00"
 8000444,POC GLUCOSE,82962,$38.00
 8000450,EXTERNAL CARDIOVERSION,92960,"$1,322.00"
 8000452,IV HYDR ADD HR,96361,$13.00
 8000461,I&D\ASPIRATION SIMPLE,10060,$308.00
 8000463,FB REMOVAL-EXTERNAL AUDITORY,69200,$227.00
 8000464,I&D COMPLEX,10061,$600.00
 8000467,NAIL(S) DEBRIDEMENT,,$114.00
 8000468,NAIL DRAIN BLOOD,,$114.00
 8000469,NAIL PLATE AVULSION SNGL,11730,$141.00
 8000470,NAIL PLATE AVULSION ADDL,,$83.00
 8000472,NAIL EXCISE W\AMPUTATION,,$38.00
 8000474,TX BURN MEDIUM WO ANESTH,,$347.00
 8000477,DEBRIDE SKIN PART\FULL,,$146.00
 8000480,TX BURN SMALL W\ANESTHES,99144,$409.00
 8000481,TX BURN SMALL WO ANESTH,,$273.00
 8000483,TX BURN LG WO ANESTHESIA,,$441.00
 8000488,DEBR SKIN TISSUE\MUSCLE,11042,"$1,623.00"
 8000489,PICC LINE INSERTION,36556,"$1,846.00"
 8000491,BIOPSY SKIN LESION,,$145.00
 8000492,BIOPSY EACH ADDL LESION,,$145.00
 8000494,NAIL AND MATRIX EXCISE,,$616.00
 8000496,FB REM MUSCLE\TENDN SMPL,,$616.00
 8000497,FB REMOVE DEEP TISSUE,,"$1,504.00"
 8000498,CVP\PICC INSERT\REMOVE,,$329.00
 8000534,DRN\INJ TNDON\LIGMT\CYST,20610,$712.00
 8000537,DRN\INJ JOINT,,$325.00
 8000544,THORACENT\PARCENT\LAVAGE,,$840.00
 8000545,THORACENT W\TUBE INSERT,,$893.00
 8000548,ENDOTRACHIAL INTUBATION,31500,$694.00
 8000549,EKG RHYTHM STRIP,93041,$132.00
 8000557,NDL PLACMENT INTRAOSS,,$256.00
 8000558,PEG\G-TUBE CHANGE,,$364.00
 8000560,UPPER GI PROC,,"$2,654.00"
 8000562,FECAL IMPACTION REMOVAL,,$361.00
 8000567,URINARY CATH COMPLEX,,$335.00
 8000568,FOLEY CATH SIMPLE,51702,$258.00
 8000571,VAGINAL DELIVERY,,"$3,447.00"
 8000578,LUMBAR PUNCTURE DIAGNOST,,$506.00
 8000587,WOUND EXPLORE EXTREMITY,,$132.00
 8000595,SIMPLE LAC REPAIR,,$374.00
 8000600,COMPLEX LAC REPAIR,,"$1,943.00"
 8000606,LAC REPAIR SIMPLE TYPE 2,,$374.00
 8000615,LAC REPAIR LAYER TYPE 3,,$374.00
 8000621,LAC REPAIR LAYER TYPE 4,,$374.00
 8000641,LAC REPAIR LAYER TYPE 5,,$374.00
 8000648,INTERMEDIATE LAC REPAIR,,$576.00
 8000651,LAC REPAIR DERMABOND,,$132.00
 8000652,FB REMOVAL SKIN,20103,$299.00
 8000654,REMOVE IMPACT CERUMEN,,$161.00
 8000656,PPD SKIN TEST,86580,$42.00
 8000661,INJ VACCINE EA ADDL INJ,90472,$27.00
 8000665,CLOSED TX FRACTURE,,$253.00
 8000727,DISLOCATE TX W\ANESTHES,,"$2,544.00"
 8000728,DISLOCATE TX WO ANESTHES,,"$1,313.00"
 8000729,OPEN\PERCU TX FX\DISLOCT,,"$5,147.00"
 8000733,CONTROL NASAL\ORAL BLEED,,$511.00
 8000741,CLSD TX FRAC\DISL MNDIBL,,$259.00
 8000743,FB REMOVE MOUTH\NOSE,,$259.00
 8000744,CLOSD TX FRACTURE ORBIT,,$798.00
 8000747,CLOSD TX FRACTURE SKULL,,"$1,850.00"
 8000749,CLOSD TX FRACTURE NOSE,,"$1,850.00"
 8000750,STRAP\CAST\SPLINT APPLY,,$168.00
 8000788,TRIAGE ONLY,99281,$197.00
 8001535,CRITICAL CARE ADD 30 MIN,99292,$811.00
 8001761,BLOOD PATCH,62273,"$1,428.00"
 8001798,MED IVPB 1ST HR,96365,$179.00
 8001800,MED IVPB ADD HR,96366,$60.00
 8001801,MED IVPB NEW DRUG,96367,$60.00
 8001804,IV PUSH NEW DRUG,96375,$48.00
 8001805,IV PUSH SAME DRUG,96376,$48.00
 8003349,PARACENTSIS W/US GUIDANCE,49083,"$1,456.00"
 8006020,DEBRIDE THICK BURN,16020,$893.00
 8006454,CHEST TUBE THORACOSTOMY,32551,$945.00
 8006921,RE IMPACTED CERUMEN,69210,$53.00
 8010116,PUNCT ASP ABSC HEMAT CYST,10160,$893.00
 8011009,CHG GAS TUBE W/O IMAGING OR ENDO GUIDANC,43760,$103.00
 8011150,"REMOVAL FOREIGN BODY, EYE, CORNEAL, W/O",65220,$93.00
 8020025,VENIPUNCTURE,36415,$14.00
 8020034,URINARY CATH/NURSE,,$188.00
 8020035,VAG DELIVERY,,"$3,283.00"
 8020056,EKG TRACE WO REPORT,93005,$223.00
 8025535,CLOSED TX ULNAR SHAFT FCT W MNP W/O ANTH,25535,$972.00
 8026770,TX FINGER DISLOCATION W/MANI W/O ANETHES,26770,$0.00
 8030289,FB EYE SIMPLE,65205,$438.00
 8030291,FB EYE CORNEA W/O LAMP,65220,$438.00
 8030292,FB EYE CORNEA W/LAMP,65222,$314.00
 8036569,PICC LINE INSERTION,36569,"$1,611.00"
 8046040,INCISION/DRAINAGE OF ISCHIRECTAL,46040,$909.00
 8100000,ER VISIT LEVEL I - PROF FEE,99281,$0.00
 8100001,ER VISIT LEVEL II- PROF FEE,99282,$0.00
 8100002,ER VISIT LEVEL III - PROF FEE,99283,$0.00
 8100003,ER VISIT LEVEL IV - PROF FEE,99284,$0.00
 8100004,ER VISIT LEVEL V - PROF FEE,99285,$0.00
 8100006,CRITICAL CARE 1ST HOUR,99291,$0.00
 8100010,ENDOTRACHIAL INTUBATION-PROFESSIONAL FEE,31500,$694.00
 8100013,I&D ABSC; SMPL OR SGL,10060,$368.00
 8100015,I&D ABSC; COMPLX OR MULTI,10061,$0.00
 8100016,EXC BENIGN LESION BACK,11401,$587.00
 8100017,MANIP SHLDR DISL W/O ANES,23650,$737.00
 8100018,CL TX DIST RADIAL EX W MANIP,25605,"$1,797.00"
 8100019,EXC BENIGN LESION SCLP NK HNDS FT .6-1CM,11421,$587.00
 8100020,PF I&D GENITAL CYST,56405,$238.00
 8100021,PF I&D SCROTAL WALL,55100,$336.00
 8100026,EXC BENIGN LESION BACK-EXTREM,11404,$587.00
 8100040,SREP S NA G TR E; 2.5 CM,12001,$0.00
 8100041,SREP S NA G TR E; 2.5 2.6 TO 7.5 CM,12002,$0.00
 8100042,SREP S NA G TR E; 7.6 TO 12.5 CM,12004,$0.00
 8100046,SREP F E N L MM; 2.5CM,12011,$0.00
 8100047,EXC NAIL WEDGE RESECTION,11765,"$1,155.00"
 8100048,EVAC SUBUNGUAL HEMATOMA,11740,$220.00
 8100049,AVULSION.NAIL PLATE SINGLE,11730,$331.00
